database,isTemporary,tableName
sihay_kitchen,false,ewallet_users
sihay_kitchen,false,google_analytics_source_medium
sihay_kitchen,false,history_airtable_konfio
sihay_kitchen,false,history_airtable_tarjetas_de_credito
sihay_kitchen,false,history_airtable_televenta_konfio
sihay_kitchen,false,history_airtable_televenta_tp
sihay_kitchen,false,history_airtable_terminales
sihay_kitchen,false,history_airtable_tiendapago_cwa
sihay_kitchen,false,history_airtable_tiendapago_swa
sihay_kitchen,false,hubspot_contacts
sihay_kitchen,false,hubspot_deals
sihay_kitchen,false,hubspot_owners
sihay_kitchen,false,hubspot_tasks
sihay_kitchen,false,kiwi_credentials
sihay_kitchen,false,kiwi_db_airtime_airtimeshopcredentials
sihay_kitchen,false,kiwi_db_airtime_ciertoairtimetopup
sihay_kitchen,false,kiwi_db_airtime_ciertocredentials
sihay_kitchen,false,kiwi_db_airtime_ciertoshopbalancepurchase
sihay_kitchen,false,kiwi_db_airtime_topup
sihay_kitchen,false,kiwi_db_arcus_category
sihay_kitchen,false,kiwi_db_arcus_product
sihay_kitchen,false,kiwi_db_arcus_provider
sihay_kitchen,false,kiwi_db_auth_user
sihay_kitchen,false,kiwi_db_balance_balanceoperation
sihay_kitchen,false,kiwi_db_billpayment_billpayment
sihay_kitchen,false,kiwi_db_common_address
sihay_kitchen,false,kiwi_db_common_location
sihay_kitchen,false,kiwi_db_contracts_bankaccount
sihay_kitchen,false,kiwi_db_contracts_dongle
sihay_kitchen,false,kiwi_db_contracts_dongleorder
sihay_kitchen,false,kiwi_db_contracts_industry
sihay_kitchen,false,kiwi_db_contracts_merchant
sihay_kitchen,false,kiwi_db_contracts_merchant_shops
sihay_kitchen,false,kiwi_db_contracts_merchantmessage
spandan_mx_serving,false,mx_1p_wc_heur_cust_seg_data
spandan_mx_serving,false,mx_1p_wc_heur_geo_coord_state_data
spandan_mx_serving,false,mx_1p_wc_heur_hist_first_purchase_data
spandan_mx_serving,false,mx_1p_wc_heur_market_share_data
spandan_mx_serving,false,mx_1p_wc_heur_poc_data
spandan_mx_serving,false,mx_1p_wc_heur_sales_data
spandan_mx_serving,false,mx_1p_wc_state_mapping_st
spandan_mx_serving,false,snap_mx_1p_wc_features
spandan_mx_serving,false,snap_mx_1p_wc_heur_cust_seg_data
spandan_mx_serving,false,snap_mx_1p_wc_heur_geo_coord_state_data
spandan_mx_serving,false,snap_mx_1p_wc_heur_hist_first_purchase_data
spandan_mx_serving,false,snap_mx_1p_wc_heur_market_share_data
spandan_mx_serving,false,snap_mx_1p_wc_heur_poc_data
spandan_mx_serving,false,snap_mx_1p_wc_heur_sales_data
spandan_pe_kitchen,false,feats_pe_1p_cash_customers
spandan_pe_kitchen,false,feats_pe_1p_cash_customers_features
spandan_pe_kitchen,false,feats_pe_1p_cash_customers_old
spandan_pe_kitchen,false,feats_pe_1p_cash_model
spandan_pe_kitchen,false,feats_pe_1p_cash_model_features
spandan_pe_kitchen,false,feats_pe_1p_cash_model_old
spandan_pe_kitchen,false,feats_pe_1p_cash_model_old2
spandan_pe_kitchen,false,feats_pe_1p_clustering
spandan_pe_kitchen,false,feats_pe_1p_credit_features
spandan_pe_kitchen,false,feats_pe_1p_credit_model
spandan_pe_kitchen,false,feats_pe_1p_credit_model_n
spandan_pe_kitchen,false,feats_pe_1p_invoice
spandan_pe_kitchen,false,feats_pe_1p_invoice_backup
spandan_pe_kitchen,false,feats_pe_1p_invoice_mau
spandan_pe_kitchen,false,feats_pe_1p_sales
spandan_pe_kitchen,false,feats_pe_1p_sales_backup
spandan_pe_kitchen,false,feats_pe_1p_sales_interim
spandan_pe_kitchen,false,feats_pe_1p_target
spandan_pe_kitchen,false,historic_scores
spandan_pe_kitchen,false,pilot_v3_data
ztech_experimentation_platform,false,datasource
ztech_experimentation_platform,false,experiments
ztech_experimentation_platform,false,metric_details
ztech_experimentation_platform,false,test
ztech_experimentation_platform_kitchen,false,datasource
ztech_experimentation_platform_kitchen,false,experiments
ztech_experimentation_platform_kitchen,false,metric_details
ztech_kitchen,false,api_exchange_rates
ztech_kitchen,false,data_sources
ztech_kitchen,false,manual_input_foreign_exchange
ztech_kitchen,false,manual_input_maz_le
ztech_kitchen,false,vertica_brewdat_innovation_ace_cs_maz
ztech_kitchen,false,vertica_brewdat_innovation_ace_cs_maz_tmp
ztech_kitchen,false,zendesk_infra_groups
ztech_kitchen,false,zendesk_infra_ticket_fields
ztech_kitchen,false,zendesk_infra_ticket_metrics
ztech_kitchen,false,zendesk_infra_tickets
ambev_credit_kitchen_ds,false,v3_nfplus_sku_history_features
ambev_credit_kitchen_ds,false,v3_nfplus_total_sales_history_features
ambev_credit_kitchen_ds,false,v3_poc_id_documento_mapping
ambev_credit_kitchen_ds,false,v3_poc_id_geo_mapping
ambev_credit_kitchen_ds,false,v3_previous_invoice_features
ambev_credit_kitchen_ds,false,v3_product_segment_data
ambev_credit_kitchen_ds,false,v3_risk_score_eval_data
ambev_credit_kitchen_ds,false,v3_risk_score_eval_data_dec
ambev_credit_kitchen_ds,false,v3_risk_score_eval_data_oct
ambev_credit_kitchen_ds,false,v3_risk_scoring_test_data
ambev_credit_kitchen_ds,false,v3_risk_scoring_test_data_dec
ambev_credit_kitchen_ds,false,v3_risk_scoring_test_data_oct
ambev_credit_kitchen_ds,false,v3_risk_scoring_train_data
ambev_credit_kitchen_ds,false,v3_risk_scoring_train_data_dec
ambev_credit_kitchen_ds,false,v3_risk_scoring_train_data_oct
ambev_credit_kitchen_ds,false,v3_total_sales_data
ambev_credit_kitchen_ds,false,vw_ambev_invoices
ambev_credit_kitchen_ds,false,wos_all_poc_risk_score_v2
ambev_credit_kitchen_ds,false,wos_all_poc_risk_score_v2_delay_3days
ambev_credit_kitchen_ds,false,wos_ml_risk_score
ambev_credit_kitchen_ds,false,wos_ml_risk_score_delay_3days
ambev_credit_kitchen_ds,false,wos_risk_score_eval_data
ambev_credit_kitchen_ds,false,wos_risk_scoring_test_data
ambev_credit_kitchen_ds,false,wos_risk_scoring_train_data
ambev_credit_kitchen_ds,false,ws_all_poc_risk_score_v2
ambev_credit_kitchen_ds,false,ws_invoice_level_risk_scores
ambev_credit_kitchen_ds,false,ws_ml_risk_score
brazil_kitchen_features_store,false,donus_customer_segment_features
brazil_kitchen_features_store,false,tmp_donus_customer_segment_features
co_kitchen,false,brewdat_maz_vertica_co_col_modelo_cs
co_kitchen,false,brewdat_maz_vertica_mx_col_modelo_cs
co_kitchen,false,customergauge_responses
co_kitchen,false,keo_api_glp_balances
co_kitchen,false,keo_api_glp_funnel
co_kitchen,false,keo_api_glp_loans
co_kitchen,false,keo_api_glp_payments
co_kitchen,false,keo_api_glp_scores
co_kitchen,false,keo_balance
co_kitchen,false,keo_funnel
co_kitchen,false,keo_loans
co_kitchen,false,keo_payments
co_kitchen,false,keo_score
co_kitchen,false,manual_input_1p_legacy
co_kitchen,false,manual_input_3p_base_clientes
co_kitchen,false,vw_col_modelo_cs_bi
co_kitchen_data,false,keo_status
co_kitchen_data,false,keo_status_glp
co_kitchen_data,false,preaprobados_feb_16
co_kitchen_data,false,tmp_zendesk_sandbox_input
co_kitchen_data,false,zendesk_erro
co_kitchen_data,false,zendesk_input
donus_kitchen,false,donus_customer_onboarding
donus_kitchen,false,donus_finpass_address_submit
donus_kitchen,false,donus_finpass_approval_submit
donus_kitchen,false,donus_finpass_confirmation_submit
donus_kitchen,false,donus_finpass_contact_info_submit
donus_kitchen,false,donus_finpass_customer_signin
donus_kitchen,false,donus_finpass_file_upload
donus_kitchen,false,donus_finpass_files_submit
donus_kitchen,false,donus_finpass_hello
donus_kitchen,false,donus_finpass_pages
donus_kitchen,false,donus_finpass_partners_add_new_partner
donus_kitchen,false,donus_finpass_partners_submit
donus_kitchen,false,donus_finpass_signin_retry
donus_kitchen,false,donus_finpass_simulation_loan_value_submit
donus_kitchen,false,donus_finpass_simulation_minus_one_installment
donus_kitchen,false,donus_finpass_simulation_plus_one_installment
donus_kitchen,false,donus_finpass_success_create_account
donus_kitchen,false,donus_finpass_tracks
donus_kitchen,false,donus_mobile_events_app_in_background
donus_kitchen,false,donus_mobile_events_application_backgrounded
donus_kitchen,false,donus_mobile_events_application_installed
donus_kitchen,false,donus_mobile_events_application_opened
donus_kitchen,false,donus_mobile_events_application_updated
donus_kitchen,false,donus_mobile_events_apps_flayer_open_deep_link_attribution_success
donus_kitchen,false,donus_mobile_events_apps_flayer_sdk_init
donus_kitchen,false,donus_mobile_events_apps_flayer_sdk_init_success
donus_kitchen,false,donus_mobile_events_card_blocked
donus_kitchen,false,donus_mobile_events_card_unblocked
donus_kitchen,false,donus_mobile_events_click_filter_my_sales
donus_kitchen,false,donus_mobile_events_code_push_update_installed
donus_kitchen,false,donus_mobile_events_confirm_account_cancellation
donus_kitchen,false,donus_mobile_events_debit_card_back_screen
donus_kitchen,false,donus_mobile_events_debit_card_request_in_progress
donus_kitchen,false,donus_mobile_events_debit_card_request_start_progress
donus_kitchen,false,donus_mobile_events_debit_card_restart_solicitation
donus_kitchen,false,donus_mobile_events_device_transfer_required
donus_kitchen,false,donus_mobile_events_document_back_rejected_by_app
donus_kitchen,false,donus_mobile_events_document_back_rejected_by_user
donus_kitchen,false,donus_mobile_events_document_front_rejected_by_app
donus_kitchen,false,donus_mobile_events_document_front_rejected_by_user
donus_kitchen,false,donus_mobile_events_email_update_confirmation
donus_kitchen,false,donus_mobile_events_first_login_access
donus_kitchen,false,donus_mobile_events_go_to_lemon_energy
donus_kitchen,false,donus_mobile_events_go_to_menu_wholesaler
donus_kitchen,false,donus_mobile_events_identifies
donus_kitchen,false,donus_mobile_events_invalid_zip_code_update
donus_kitchen,false,donus_mobile_events_name_update_confirmation
donus_kitchen,false,donus_mobile_events_open_adiq_url
donus_kitchen,false,donus_mobile_events_password_does_not_match
donus_kitchen,false,donus_mobile_events_password_rejected
donus_kitchen,false,donus_mobile_events_press_start_simulation_button
pe_kitchen,false,tiendapago_customer_no_routes
pe_kitchen,false,tiendapago_customer_status
pe_kitchen,false,tiendapago_default_risk
pe_kitchen,false,tiendapago_funnel
pe_kitchen,false,tiendapago_transactions
pe_kitchen,false,tiendapago_transactions_temp
pe_kitchen,false,tp_api_glp_balances
pe_kitchen,false,tp_api_glp_funnel
pe_kitchen,false,tp_api_glp_loans
pe_kitchen,false,tp_api_glp_payments
pe_kitchen,false,tp_api_glp_scores
pe_kitchen,false,vw_brewdat_maz_vertica_copec_dm_t_vent_creditos_join_maestro_clientes_pe
