isTemporary,namespace,viewName
false,donus_kitchen_acquisition,nao_cred
false,donus_kitchen_acquisition,net_revenue_pos
false,donus_kitchen_acquisition,nf_campanha
false,donus_kitchen_acquisition,nubank_validacao
false,donus_kitchen_acquisition,nunca_ativaram_diario
false,donus_kitchen_acquisition,nunca_ativaram_semanal
false,donus_kitchen_acquisition,nunca_ativaram_teste_diario
false,donus_kitchen_acquisition,perdidos_aluguel
false,donus_kitchen_acquisition,perdidos_taxa
false,donus_kitchen_acquisition,piloto_bees_1
false,donus_kitchen_acquisition,piloto_bees_1_pos
false,donus_kitchen_acquisition,piloto_bees_2
false,donus_kitchen_acquisition,piloto_bees_2_pos
false,donus_kitchen_acquisition,piloto_bees_digital
false,donus_kitchen_acquisition,piloto_bees_pos
false,donus_kitchen_acquisition,piloto_bees_pos_digital
false,donus_kitchen_acquisition,piloto_prime_base
false,donus_kitchen_acquisition,piloto_prime_pos
false,donus_kitchen_acquisition,piloto_prime_pos_ativacao
false,donus_kitchen_acquisition,piloto_prime_pos_entrega
false,donus_kitchen_acquisition,pos_canais
false,donus_kitchen_acquisition,pos_uf_canas
false,donus_kitchen_acquisition,pre_set_ano
false,donus_kitchen_acquisition,qualidade_action_ativacao
false,donus_kitchen_acquisition,qualidade_action_churn
false,donus_kitchen_acquisition,qualidade_agentes
false,donus_kitchen_acquisition,qualidade_alma_ativacao
false,donus_kitchen_acquisition,qualidade_alma_churn
false,donus_kitchen_acquisition,qualidade_app_ativacao
false,donus_kitchen_acquisition,qualidade_app_churn
false,donus_kitchen_acquisition,qualidade_cancelados
false,donus_kitchen_acquisition,qualidade_cohort_cancelamento_action
false,donus_kitchen_acquisition,qualidade_cohort_cancelamento_alma
false,donus_kitchen_acquisition,qualidade_cohort_cancelamento_app
false,donus_kitchen_acquisition,qualidade_cohort_cancelamento_home
false,donus_kitchen_acquisition,qualidade_cohort_cancelamento_service
false,donus_kitchen_acquisition,qualidade_home
false,donus_kitchen_acquisition,qualidade_home_ativacao
false,donus_kitchen_acquisition,qualidade_home_chrun
false,donus_kitchen_acquisition,qualidade_home_churn
false,donus_kitchen_acquisition,qualidade_recusa
false,donus_kitchen_acquisition,qualidade_service_ativacao
false,donus_kitchen_acquisition,qualidade_service_churn
false,donus_kitchen_acquisition,qualidade_tickets
false,donus_kitchen_acquisition,raw_data_appsflyer
false,donus_kitchen_acquisition,raw_data_appsflyer_events
false,donus_kitchen_acquisition,reativacao_maquininha_amanda
false,donus_kitchen_acquisition,receita_digital
false,donus_kitchen_acquisition,receita_organico
false,donus_kitchen_acquisition,restante_diario
false,donus_kitchen_acquisition,resultados_agosto
false,donus_kitchen_acquisition,resultados_agosto_semanal
false,donus_kitchen_acquisition,resultados_churn_consistentes
false,donus_kitchen_acquisition,resultados_churn_formados
false,donus_kitchen_acquisition,resultados_churn_maior_nov_controle_outubro
false,donus_kitchen_acquisition,resultados_churn_maior_nov_teste_outubro
false,donus_kitchen_acquisition,resultados_churn_menor_nov_controle_outubro
false,donus_kitchen_acquisition,resultados_churn_menor_nov_teste_outubro
false,donus_kitchen_acquisition,resultados_churn_restante
false,donus_kitchen_acquisition,resultados_churn90
false,donus_kitchen_acquisition,resultados_cliente_mes_passado_controle_outubro
false,donus_kitchen_acquisition,resultados_cliente_mes_passado_teste_outubro
false,donus_kitchen_acquisition,resultados_controle_acessaram_outubro
false,donus_kitchen_acquisition,resultados_nunca_ativaram
false,donus_kitchen_acquisition,resultados_nunca_ativaram_controle
false,donus_kitchen_acquisition,resultados_nunca_ativaram_controle_outubro
false,donus_kitchen_acquisition,resultados_nunca_ativaram_geo
false,donus_kitchen_acquisition,resultados_nunca_ativaram_menor_60
false,donus_kitchen_acquisition,resultados_nunca_ativaram_teste_outubro
false,donus_kitchen_acquisition,resultados_outubro
false,donus_kitchen_acquisition,resultados_outubro_diarios
false,donus_kitchen_acquisition,resultados_setembro
false,donus_kitchen_acquisition,resultados_setembro_diarios
false,donus_kitchen_acquisition,resultados_teste_acessaram_outubro
false,donus_kitchen_acquisition,risco_sacado_operacao
false,donus_kitchen_acquisition,saida_cashback
false,donus_kitchen_acquisition,scenario_b_cliente_bees_bank
false,donus_kitchen_acquisition,scenario_b_conta_ativada
false,donus_kitchen_acquisition,scenario_b_contact_rate
false,donus_kitchen_acquisition,scenario_b_docs
false,donus_kitchen_acquisition,scenario_b_pos_ativada
false,donus_kitchen_acquisition,scenario_b_tem_pos
false,donus_kitchen_acquisition,scenario_b_tpv_pos
false,donus_kitchen_acquisition,seg_ambev_leads
false,donus_kitchen_acquisition,seg_ambev_leads2
false,donus_kitchen_acquisition,stella_abertura
false,donus_kitchen_acquisition,stella_card
false,donus_kitchen_acquisition,stella_pagamentos_depara
false,donus_kitchen_acquisition,stella_pos
false,donus_kitchen_acquisition,tpv_bblack
false,donus_kitchen_acquisition,tpv_bblack_2
false,donus_kitchen_acquisition,tpv_comp_cashback
false,donus_kitchen_acquisition,tpv_maquininha_amanda
false,donus_kitchen_acquisition,tpv_seg_pos
false,donus_kitchen_acquisition,vendas_credenciadas_adiq
false,donus_kitchen_acquisition,vw_hb_leads_gap_ttv
false,donus_kitchen_acquisition,vw_hb_perdidos_aluguel
false,donus_kitchen_acquisition,vw_hb_perdidos_taxa
false,donus_kitchen_acquisition,vw_insider_cadastro
false,donus_kitchen_acquisition,vw_insider_campanhas_growth
false,donus_kitchen_acquisition,vw_insider_full_balance
false,donus_kitchen_acquisition,vw_insider_longo_prazo
false,donus_kitchen_cashin,vw_monthly_freq_card
false,donus_kitchen_commercial,vw_accounts_kitchen
false,donus_kitchen_commercial,vw_accounts_serving
false,donus_kitchen_commercial,vw_cards_kitchen
false,donus_kitchen_commercial,vw_pos_kitchen
false,donus_kitchen_commercial,vw_users_kitchen
false,donus_kitchen_core,adiq_pos_onboarding
false,donus_kitchen_core,adm_account
false,donus_kitchen_core,ativos_pos_cr
false,donus_kitchen_core,beesbank_customer_cielo
false,donus_kitchen_core,beesbank_customer_zeseller
false,donus_kitchen_core,buzz_pay_payment
false,donus_kitchen_core,central_expansao_eg
false,donus_kitchen_core,central_expansao_full
false,donus_kitchen_core,central_expansao_pdvs
false,donus_kitchen_core,churn_pos_diario
false,donus_kitchen_core,cluster_ambev
false,donus_kitchen_core,contact_rate_pos
false,donus_kitchen_core,debit_card_info
false,donus_kitchen_core,detalhamento_transacoes_clientes_adiq
false,donus_kitchen_core,gpg_ecommerce_banktransfer
false,donus_kitchen_core,gpg_paymentsztech
false,donus_kitchen_core,indicador_churn30d
false,donus_kitchen_core,indicador_churn30d_consolidado
false,donus_kitchen_core,indicador_cr30d
false,donus_kitchen_core,indicador_mau30d
false,donus_kitchen_core,maintance_liq_adiq
false,donus_kitchen_core,maintance_liq_adiq_dupli
false,donus_kitchen_core,maintance_liq_adiq_hour
false,donus_kitchen_core,maintance_liq_adiq_v2
false,donus_kitchen_core,manual_input_bees_customers
false,donus_kitchen_core,monitoramento_cielo_to_adiq
false,donus_kitchen_core,okrs_cardpos
false,donus_kitchen_core,okrs_pos
false,donus_kitchen_core,pos_not_ambev_sales
false,donus_kitchen_core,pos_okr_semanal
false,donus_kitchen_core,revendas_expansao_pdvs
